1002227567 5
1002826427 4
1002875074 5
1003570022 1
1004113031 3
1004138217 0
1004557967 1
1004991153 0
1005186301 0
1006258402 0
1006593871 0
1006604394 4
1007833521 3
1008054674 0
1008400603 2
1008677457 4
1008810812 4
1008843602 3
1009193022 2
1009233415 5
1010342087 4
1010598407 0
1011099455 2
1011614762 1
1012402523 4
1013109462 4
1013390872 1
1014226511 3
1014690213 0
1015258565 5
1015344723 2
1015562585 3
1016233171 0
1016470492 0
1017095760 0
1018357063 2
1024615504 4
1025582922 0
1025884184 5
1025887710 3
1025897943 4
1026388381 3
1026898961 4
1027241775 4
1027645457 3
1029023233 4
1030938535 2
1033890244 4
1035104797 2
1035355332 4
1035560345 1
1036142247 3
1036550263 5
1038110730 4
1038993774 4
1039016331 5
1039963651 0
1040157393 1
1040423373 0
1040448763 0
1041385122 3
1041663997 2
1041857793 2
1041970312 3
1044976433 2
1045586271 5
1045749975 3
1047270577 1
1047453721 3
1048146415 2
1048642811 1
1049366753 2
1050604535 4
1050856487 2
1052742223 1
1053151022 0
1053426024 3
1053903934 2
1055023457 0
1056046500 3
1057776333 4
1058277237 4
1058789302 3
1059819251 3
1060232703 3
1061257983 2
1061368710 3
1062344783 2
1063360487 3
1063829414 3
1064100770 4
1064351770 0
1064446415 1
1065301813 5
1065773004 1
1067453121 5
1067786001 4
1068167013 5
1068313444 5
1068604057 3
1068621275 4
1069328642 3
1069521097 3
1071378064 5
1071674153 3
1072166243 0
1073496965 2
1073579351 3
1073896401 2
1075391317 4
1075416632 4
1077760100 3
1079464784 4
1080351404 4
1080464002 0
1081011537 4
1082219187 3
1082403535 3
1082631323 1
1083293742 2
1083989345 3
1084453464 2
1084711314 0
1084741607 2
1084824414 0
1086537023 5
1086617874 5
1087477994 2
1087520030 0
1088239337 2
1088904374 1
1089315765 3
1090901233 3
1092162833 3
1092453812 3
1092680711 3
1093398595 1
1093404331 2
1094679861 4
1096499695 4
1097048200 2
1097366824 3
1097606385 0
1097727113 4
1098309515 3
1098474752 4
1099466610 2
1099498260 3
1099637552 4
1099929627 3
1100403954 1
1100404614 0
1101039533 5
1101492185 1
1101948343 1
1102175840 0
1102386511 2
1102780720 0
1103196441 4
1103645860 0
1103729725 3
1105048951 2
1105594635 3
1106447073 0
1106759267 4
1106847743 4
1107488850 1
1107586707 2
1107982905 2
1109896061 2
1110629712 3
1110836795 1
1110891050 4
1111372207 0
1112380500 3
1112447607 4
1112460690 2
1113930551 1
1115350045 4
1116032312 4
1118170302 4
1120714505 1
1130078222 2
1130202137 3
1132519691 2
1134709270 4
1135515867 2
1136659785 5
1136806412 5
1138923600 3
1141004095 1
1142149573 2
1143039100 3
1143603390 4
1144641497 4
1145738827 5
